PRODUTO;PRINCÍPIO ATIVO;LABORATÓRIO;TIPO DE PRODUTO (STATUS DO PRODUTO);TARJA
CASPACIL;SULFETO DE SELÊNIO;CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA;Similar;Tarja Vermelha
CATAFLAM;DICLOFENACO POTÁSSICO;NOVARTIS BIOCIENCIAS S.A;Novo (Referência);Venda Livre
CATAFLAM;DICLOFENACO DIETILAMÔNIO;NOVARTIS BIOCIENCIAS S.A;Novo (Referência);Tarja Vermelha
CATAFLAM D;DICLOFENACO POTÁSSICO;NOVARTIS BIOCIENCIAS S.A;Novo (Referência);Venda Livre
CATAFLAMPRO;DICLOFENACO DIETILAMÔNIO;GLAXOSMITHKLINE BRASIL LTDA;Novo (Referência);Tarja Vermelha
CATAFLAMPRO;DICLOFENACO DIETILAMÔNIO;GLAXOSMITHKLINE BRASIL LTDA;Novo;Tarja Vermelha
CATAFLAMPRO;"DICLOFENACO POTÁSSICO;DICLOFENACO DIETILAMÔNIO";GLAXOSMITHKLINE BRASIL LTDA;Novo;Tarja Vermelha
CATAFLAMPRO;"DICLOFENACO POTÁSSICO;DICLOFENACO DIETILAMÔNIO";GLAXOSMITHKLINE BRASIL LTDA;Novo;Venda Livre
CATAFLEXYM;DICLOFENACO DIETILAMÔNIO;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
CAZIDERM;NITROFURAL;CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA;Similar;Venda Livre
CEBION;ÁCIDO ASCÓRBICO;MERCK S/A;Específico;Tarja Vermelha
CEBION CALCIO;"ÁCIDO ASCÓRBICO;CARBONATO DE CÁLCIO";MERCK S/A;Específico;Tarja Vermelha
CEBION GLICOSE;"ÁCIDO ASCÓRBICO;GLICOSE";MERCK S/A;Específico;Tarja Vermelha
CEBION ZINCO;ÁCIDO ASCÓRBICO;MERCK S/A;Específico;Tarja Vermelha
CEBRACOX;CELECOXIBE;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Similar;Tarja Vermelha sob restrição
CEBRALAT;CILOSTAZOL;LIBBS FARMACÊUTICA LTDA;Novo (Referência);Venda Livre
CEBRILIN;CLORIDRATO DE PAROXETINA;LIBBS FARMACÊUTICA LTDA;Similar (Referência);Tarja Vermelha
CEBRILIN;CLORIDRATO DE PAROXETINA;LIBBS FARMACÊUTICA LTDA;Similar;Tarja Vermelha
CECLOFLAN;ACECLOFENACO;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;Similar;Venda Livre
CECLOR;CEFACLOR MONOIDRATADO;EMS SIGMA PHARMA LTDA;Similar;Tarja Vermelha
CECLOR BD;CEFACLOR MONOIDRATADO;EMS SIGMA PHARMA LTDA;Similar (Referência);Tarja Vermelha
CECLOR BD;CEFACLOR MONOIDRATADO;EMS SIGMA PHARMA LTDA;Similar;Tarja Vermelha
CECOFENE;ACECLOFENACO;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;Similar;Venda Livre
CEDROXIL;CEFADROXILA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
CEDUR;BEZAFIBRATO;GLENMARK FARMACÊUTICA LTDA;Novo (Referência);Tarja Preta
CEFACIMED;CEFALEXINA MONOIDRATADA;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;Similar;Tarja Vermelha
CEFACLOR;CEFACLOR;EMS S/A;Genérico;Tarja Vermelha
CEFACLOR;CEFACLOR;SANOFI MEDLEY FARMACÊUTICA LTDA.;Genérico;Tarja Vermelha
CEFACLOR;CEFACLOR;GERMED FARMACEUTICA LTDA;Genérico;Tarja Vermelha
CEFACLOR;CEFACLOR MONOIDRATADO;GERMED FARMACEUTICA LTDA;Genérico;Tarja Vermelha
CEFACLOR;CEFACLOR MONOIDRATADO;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
CEFADROXIL;CEFADROXILA;EUROFARMA LABORATÓRIOS S.A.;Genérico;Tarja Vermelha
CEFADROXILA;CEFADROXILA;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;Genérico;Tarja Vermelha
CEFADROXILA;CEFADROXILA;EMS S/A;Genérico;Tarja Vermelha
CEFADROXILA;CEFADROXILA;EUROFARMA LABORATÓRIOS S.A.;Genérico;Tarja Vermelha
CEFADROXILA;CEFADROXILA;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
CEFADROXILA;CEFADROXILA;LABORATÓRIO TEUTO BRASILEIRO S/A;Genérico;Tarja Vermelha
CEFADROXILA;CEFADROXILA;SANOFI MEDLEY FARMACÊUTICA LTDA.;Genérico;Tarja Vermelha
CEFADROXILA;CEFADROXILA;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;Genérico;Tarja Vermelha
CEFAGEL;CEFALEXINA MONOIDRATADA;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;Similar;Tarja Vermelha
CEFALEXINA;CEFALEXINA;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;Genérico;Tarja Vermelha
CEFALEXINA;CEFALEXINA MONOIDRATADA;ANTIBIÓTICOS DO BRASIL LTDA;Genérico;Tarja Vermelha
CEFALEXINA;CEFALEXINA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Genérico;Tarja Vermelha
CEFALEXINA;CEFALEXINA MONOIDRATADA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Genérico;Tarja Vermelha
CEFALEXINA;CEFALEXINA MONOIDRATADA;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;Genérico;Tarja Vermelha
CEFALEXINA;CEFALEXINA MONOIDRATADA;EMS S/A;Genérico;Tarja Vermelha
CEFALEXINA;CEFALEXINA MONOIDRATADA;EUROFARMA LABORATÓRIOS S.A.;Genérico;Tarja Vermelha
CEFALEXINA;CEFALEXINA;EUROFARMA LABORATÓRIOS S.A.;Genérico;Tarja Vermelha
CEFALEXINA;CEFALEXINA MONOIDRATADA;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
CEFALEXINA;CEFALEXINA;LABORATÓRIO TEUTO BRASILEIRO S/A;Genérico;Tarja Vermelha
CEFALEXINA;CEFALEXINA;SANOFI MEDLEY FARMACÊUTICA LTDA.;Genérico;Tarja Vermelha
CEFALEXINA;CEFALEXINA;NOVA QUIMICA FARMACÊUTICA S/A;Genérico;Tarja Vermelha
CEFALEXINA;CEFALEXINA MONOIDRATADA;GERMED FARMACEUTICA LTDA;Genérico;Tarja Vermelha
CEFALEXINA;CEFALEXINA;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;Genérico;Tarja Vermelha
CEFALEXINA;CEFALEXINA;RANBAXY FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
CEFALEXINA;CEFALEXINA MONOIDRATADA;EMS SIGMA PHARMA LTDA;Genérico;Tarja Vermelha
CEFALEXINA;CEFALEXINA MONOIDRATADA;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;Genérico;Tarja Vermelha
CEFALEXINA;CEFALEXINA MONOIDRATADA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
CEFALEXINA MONOIDRATADA;CEFALEXINA MONOIDRATADA;SANOFI MEDLEY FARMACÊUTICA LTDA.;Genérico;Tarja Vermelha
CEFALEXINA MONOIDRATADA;CEFALEXINA;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;Genérico;Tarja Vermelha
CEFALEXINA MONOIDRATADA;CEFALEXINA MONOIDRATADA;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;Genérico;Tarja Vermelha
CEFALEXINA MONOIDRATADA;CEFALEXINA MONOIDRATADA;GERMED FARMACEUTICA LTDA;Genérico;Tarja Vermelha
CEFALEXINA MONOIDRATADA;CEFALEXINA MONOIDRATADA;EMS SIGMA PHARMA LTDA;Genérico;Tarja Vermelha
CEFALEXINA MONOIDRATADA;CEFALEXINA MONOIDRATADA;EMS S/A;Genérico;Tarja Vermelha
CEFALINA;"MUCATO DE ISOMETEPTENO;CAFEÍNA;DIPIRONA";MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;Similar;Tarja Vermelha
CEFALIUM;"PARACETAMOL;MESILATO DE DIIDROERGOTAMINA;CLORIDRATO DE METOCLOPRAMIDA;CAFEÍNA";ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;Novo;Tarja Vermelha
CEFALIV;"ERGOTAMINA;CAFEÍNA;DIPIRONA";ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;Novo;Tarja Vermelha
CEFALOTIL;CEFALOTINA SÓDICA;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;Similar;Tarja Vermelha
CEFALOTINA SODICA;CEFALOTINA SÓDICA;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
CEFALOTINA SÓDICA;CEFALOTINA SÓDICA;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;Genérico;Tarja Vermelha
CEFALOTINA SÓDICA;CEFALOTINA SÓDICA;ANTIBIÓTICOS DO BRASIL LTDA;Genérico;Tarja Vermelha
CEFALOTINA SÓDICA;CEFALOTINA SÓDICA;BLAU FARMACÊUTICA S.A.;Genérico;Tarja Vermelha
CEFALOTINA SÓDICA;CEFALOTINA SÓDICA;LABORATÓRIO TEUTO BRASILEIRO S/A;Genérico;Tarja Vermelha
CEFALOTINA SÓDICA;CEFALOTINA SÓDICA;NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
CEFAMOX;CEFADROXILA;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;Novo;Tarja Vermelha
CEFANAXIL;CEFADROXILA;LABORATÓRIO TEUTO BRASILEIRO S/A;Similar;Tarja Vermelha
CEFANID;CEFALEXINA MONOIDRATADA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Similar;Tarja Vermelha
CEFARISTON;CEFALOTINA SÓDICA;BLAU FARMACÊUTICA S.A.;Similar;Tarja Vermelha
CEFAZIMA;CEFTAZIDIMA PENTAHIDRATADA;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
CEFAZOLINA SÓDICA;CEFAZOLINA SÓDICA;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;Genérico;Tarja Vermelha
CEFAZOLINA SÓDICA;CEFAZOLINA SÓDICA;ANTIBIÓTICOS DO BRASIL LTDA;Genérico;Tarja Vermelha
CEFAZOLINA SÓDICA;CEFAZOLINA SÓDICA;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;Genérico;Tarja Vermelha
CEFAZOLINA SÓDICA;CEFAZOLINA SÓDICA;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
CEFAZOLINA SÓDICA;CEFAZOLINA SÓDICA;NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
CEFAZOLINA SÓDICA;CEFAZOLINA SÓDICA;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;Genérico;Tarja Vermelha
CEFLEN;CEFALOTINA SÓDICA;MYLAN LABORATORIOS LTDA;Similar;Tarja Vermelha
CEFOTAXIMA SÓDICA;CEFOTAXIMA SÓDICA;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;Genérico;Tarja Vermelha
CEFOXITINA SÓDICA;CEFOXITINA SÓDICA;BLAU FARMACÊUTICA S.A.;Genérico;Tarja Vermelha
CEFOXITINA SÓDICA;CEFOXITINA SÓDICA;NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
CEFTAFOR;CEFTAZIDIMA SODICA;NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
CEFTAZIDIMA;CEFTAZIDIMA;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;Genérico;Tarja Vermelha
CEFTAZIDIMA PENTAHIDRATADA;CEFTAZIDIMA;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
CEFTAZIDIMA PENTAIDRATADA;CEFTAZIDIMA PENTAHIDRATADA;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;Genérico;Tarja Vermelha
CEFTAZIDON;CEFTAZIDIMA;BLAU FARMACÊUTICA S.A.;Similar;Tarja Vermelha
CEFTFENPRO LP;CETOPROFENO;GERMED FARMACEUTICA LTDA;Similar;Venda Livre
CEFTON;CEFOXITINA SÓDICA;BLAU FARMACÊUTICA S.A.;Similar;Tarja Vermelha
CEFTRIAX;CEFTRIAXONA SÓDICA;EMS SIGMA PHARMA LTDA;Similar;Tarja Vermelha
CEFTRIAXONA DISSÓDICA;CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA;ANTIBIÓTICOS DO BRASIL LTDA;Genérico;Tarja Vermelha
CEFTRIAXONA DISSÓDICA;CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA;LABORATÓRIO TEUTO BRASILEIRO S/A;Genérico;Tarja Vermelha
CEFTRIAXONA DISSÓDICA;CEFTRIAXONA;LABORATÓRIO TEUTO BRASILEIRO S/A;Genérico;Tarja Vermelha
CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA;CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA;BLAU FARMACÊUTICA S.A.;Genérico;Tarja Vermelha
CEFTRIAXONA SODICA;CEFTRIAXONA;EMS S/A;Genérico;Tarja Vermelha
CEFTRIAXONA SODICA;CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA;EUROFARMA LABORATÓRIOS S.A.;Genérico;Tarja Vermelha
CEFTRIAXONA SODICA;CEFTRIAXONA SÓDICA;EUROFARMA LABORATÓRIOS S.A.;Genérico;Tarja Vermelha
CEFTRIAXONA SÓDICA;CEFTRIAXONA SÓDICA;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;Genérico;Tarja Vermelha
CEFTRIAXONA SÓDICA;CEFTRIAXONA SÓDICA;EUROFARMA LABORATÓRIOS S.A.;Genérico;Tarja Vermelha
CEFTRIAXONA SÓDICA;CEFTRIAXONA SÓDICA;AUROBINDO PHARMA PRODUTOS FARMACÊUTICOS LTDA;Genérico;Tarja Vermelha
CEFTRIONA;CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA;NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
CEFUROXIMA SÓDICA;CEFUROXIMA SÓDICA;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;Genérico;Tarja Vermelha
CEFUROXIMA SÓDICA;CEFUROXIMA SÓDICA;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
CELEBRA;CELECOXIBE;LABORATÓRIOS PFIZER LTDA;Novo (Referência);Tarja Vermelha sob restrição
CELEBRA;CELECOXIBE;WYETH INDÚSTRIA FARMACÊUTICA LTDA;Novo (Referência);Tarja Vermelha sob restrição
CELECOXIBE;CELECOXIBE;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Genérico;Tarja Vermelha sob restrição
CELECOXIBE;CELECOXIBE;EUROFARMA LABORATÓRIOS S.A.;Genérico;Tarja Vermelha sob restrição
CELECOXIBE;CELECOXIBE;LABORATÓRIO TEUTO BRASILEIRO S/A;Genérico;Tarja Vermelha sob restrição
CELECOXIBE;CELECOXIBE;BIOSINTÉTICA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha sob restrição
CELECOXIBE;CELECOXIBE;WYETH INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha sob restrição
CELECOXIBE;CELECOXIBE;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;Genérico;Tarja Vermelha sob restrição
CELEMIN TM HEPA 5% E 8%;"TRIPTOFANA;TREONINA;SERINA;PROLINA;LISINA;LEVOVALINA;LEVOMETIONINA;LEUCINA;ISOLEUCINA;HISTIDINA;GLICINA;FENILALANINA;ARGININA;ALANINA;ACETILCISTEÍNA";CLARIS PRODUTOS FARMACÊUTICOS DO BRASIL LTDA;Específico;Tarja Vermelha
CELEMIN TM NEPHRO 5% E 7%;"ÁCIDO MÁLICO;TRIPTOFANA;TREONINA;SERINA;PROLINA;LISINA;LEVOVALINA;LEVOMETIONINA;LEUCINA;ISOLEUCINA;HISTIDINA;GLICINA;FENILALANINA;ARGININA;ALANINA;ACETILCISTEÍNA";CLARIS PRODUTOS FARMACÊUTICOS DO BRASIL LTDA;Específico;Tarja Vermelha
CELEPID TM;ÓLEO DE SOJA;CLARIS PRODUTOS FARMACÊUTICOS DO BRASIL LTDA;Específico;Tarja Vermelha
CELERG;"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
CELERG;"MALEATO DE DEXCLORFENIRAMINA;DEXAMETASONA;BETAMETASONA";LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
CELERG;BETAMETASONA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;    -     ;Tarja Vermelha
CELERGIN;"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";EMS S/A;Similar;Tarja Vermelha
CELESTAMINE;"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;Novo (Referência);Tarja Vermelha
CELESTONE;BETAMETASONA;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;Novo (Referência);Tarja Vermelha
CELESTONE;"FOSFATO DISSÓDICO DE BETAMETASONA;BETAMETASONA";COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;Novo (Referência);Tarja Vermelha
CELESTONE SOLUSPAN;"FOSFATO DISSÓDICO DE BETAMETASONA;ACETATO DE BETAMETASONA";COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;Novo (Referência);Tarja Vermelha
CELESTRAT;"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;Similar;Tarja Vermelha
CELESTRAT;BETAMETASONA;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;Similar;Tarja Vermelha
CELETIL;"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";GEOLAB INDÚSTRIA FARMACÊUTICA S/A;Similar;Tarja Vermelha
CELLCEPT;MICOFENOLATO DE MOFETILA;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;Novo (Referência);Tarja Vermelha
CELLEXINA;CEFALEXINA;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
CELLOZINA;CEFAZOLINA SÓDICA;MYLAN LABORATORIOS LTDA;Similar;Tarja Vermelha
CELLTRIAXON;CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA;MYLAN LABORATORIOS LTDA;Similar;Tarja Vermelha
CELOCORT;"SULFATO DE NEOMICINA;DIPROPIONATO DE BETAMETASONA;CETOCONAZOL";LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
CELSENTRI;MARAVIROQUE;GLAXOSMITHKLINE BRASIL LTDA;Novo (Referência);Tarja Vermelha
CEMAX;CLORIDRATO DE CEFEPIMA;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
CENEVIT;ÁCIDO ASCÓRBICO;EMS S/A;Específico;Tarja Vermelha
CENEVIT;ÁCIDO ASCÓRBICO;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Específico;Tarja Vermelha
CENEVIT ARG;"ÁCIDO ASCÓRBICO;ASPARTATO DE ARGININA";LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Específico;Tarja Vermelha
CENEVIT ZINCO;"ÁCIDO ASCÓRBICO;CITRATO DE SÓDIO";LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Específico;Tarja Vermelha
CENTROTABS;POLIVITAMÍNICOS COM MINERAIS;LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA;Similar;Tarja Vermelha
CEPACAINA;"CLORETO DE CETILPIRIDÍNIO;BENZOCAÍNA";SANOFI-AVENTIS FARMACÊUTICA LTDA;Similar (Referência);Tarja Vermelha
CEPLUS;ÁCIDO ASCÓRBICO;MABRA FARMACÊUTICA LTDA.;Similar;Tarja Vermelha
CEPROFEN;CETOPROFENO;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Similar;Venda Livre
CERAPREV;DESOGESTREL;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Similar;Tarja Vermelha
CERAZETTE;DESOGESTREL;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;Novo (Referência);Tarja Vermelha
CERDELGA;HEMITARTARATO DE ELIGLUSTATE;SANOFI-AVENTIS FARMACÊUTICA LTDA;Novo;Tarja Vermelha
CERDELGA;HEMITARTARATO DE ELIGLUSTATE;GENZYME DO BRASIL LTDA;Novo;Tarja Vermelha
CEREMIL;CLORIDRATO DE TERBINAFINA;INDÚSTRIA FARMACÊUTICA MELCON DO BRASIL S.A.;Similar;Venda Livre
CEREZYME;IMIGLUCERASE;SANOFI-AVENTIS FARMACÊUTICA LTDA;Biológicos;Tarja Vermelha
CEREZYME;IMIGLUCERASE;GENZYME DO BRASIL LTDA;Biológicos;Tarja Vermelha
CERNE-12;"ÁCIDO FÓLICO;ÁCIDO ASCÓRBICO;RIBOFLAVINA;PALMITATO DE RETINOL;NICOTINAMIDA;DEXTROALFATOCOFEROL;DEXPANTENOL;COLECALCIFEROL;COCARBOXILASE;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;BIOTINA";BAXTER HOSPITALAR LTDA;Novo;Venda Livre
CERTICAN;EVEROLIMO;NOVARTIS BIOCIENCIAS S.A;Novo (Referência);Tarja Vermelha
CERUMIN;"TROLAMINA;HIDROXIQUINOLINA";NOVARTIS BIOCIENCIAS S.A;Novo (Referência);Tarja Vermelha
CERVARIX;VACINA PAPILOMAVÍRUS HUMANO 16 E 18 (RECOMBINANTE);GLAXOSMITHKLINE BRASIL LTDA;Biológicos;Tarja Vermelha
CETADEX;ACETATO DE DEXAMETASONA;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;Similar;Venda Livre
CETAZIMA;CEFOTAXIMA SÓDICA;NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
CETIHEXAL;DICLORIDRATO DE CETIRIZINA;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
CETILPLEX;ACETILCISTEÍNA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Similar;Venda Livre
CETILPLEX;ACETILCISTEÍNA;LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA;Similar;Venda Livre
CETIRTEC;DICLORIDRATO DE CETIRIZINA;LABORATÓRIO TEUTO BRASILEIRO S/A;Similar;Tarja Vermelha
CETIVA AE;PALMITATO DE RETINOL;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;Específico;Venda Livre
CETOBETA;"SULFATO DE NEOMICINA;DIPROPIONATO DE BETAMETASONA;CETOCONAZOL";VALEANT FARMACÊUTICA DO BRASIL LTDA;Similar;Tarja Vermelha
CETOBETA;"SULFATO DE NEOMICINA;DIPROPIONATO DE BETAMETASONA;CETOCONAZOL";CELLERA FARMACÊUTICA S.A.;Similar;Tarja Vermelha
CETOCONAZOL;CETOCONAZOL;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;Genérico;Venda Livre
CETOCONAZOL;CETOCONAZOL;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Genérico;Venda Livre
CETOCONAZOL;CETOCONAZOL;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;Genérico;Tarja Vermelha
CETOCONAZOL;CETOCONAZOL;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;Genérico;Venda Livre
CETOCONAZOL;CETOCONAZOL;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;Genérico;Venda Livre
CETOCONAZOL;CETOCONAZOL;EMS S/A;Genérico;Venda Livre
CETOCONAZOL;CETOCONAZOL;EMS S/A;Genérico;Tarja Vermelha
CETOCONAZOL;CETOCONAZOL;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;Genérico;Venda Livre
CETOCONAZOL;CETOCONAZOL;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;Genérico (Referência);Tarja Vermelha
CETOCONAZOL;CETOCONAZOL;HIPOLABOR FARMACEUTICA LTDA;Genérico;Venda Livre
CETOCONAZOL;CETOCONAZOL;LABORATÓRIO GLOBO LTDA;Genérico;Venda Livre
CETOCONAZOL;CETOCONAZOL;LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA;Genérico;Venda Livre
CETOCONAZOL;CETOCONAZOL;LABORATÓRIO TEUTO BRASILEIRO S/A;Genérico;Venda Livre
CETOCONAZOL;CETOCONAZOL;LABORATÓRIO TEUTO BRASILEIRO S/A;Genérico;Tarja Vermelha
CETOCONAZOL;CETOCONAZOL;BIOSINTÉTICA FARMACÊUTICA LTDA;Genérico;Venda Livre
CETOCONAZOL;CETOCONAZOL;SANOFI MEDLEY FARMACÊUTICA LTDA.;Genérico;Venda Livre
CETOCONAZOL;CETOCONAZOL;SANOFI MEDLEY FARMACÊUTICA LTDA.;Genérico;Tarja Vermelha
CETOCONAZOL;CETOCONAZOL;NOVA QUIMICA FARMACÊUTICA S/A;Genérico;Venda Livre
CETOCONAZOL;CETOCONAZOL;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;Genérico;Venda Livre
CETOCONAZOL;CETOCONAZOL;GERMED FARMACEUTICA LTDA;Genérico;Venda Livre
CETOCONAZOL;CETOCONAZOL;1FARMA INDUSTRIA FARMACEUTICA LTDA;Genérico;Venda Livre
CETOCONAZOL;CETOCONAZOL;1FARMA INDUSTRIA FARMACEUTICA LTDA;Genérico;Tarja Vermelha
CETOCONAZOL;CETOCONAZOL;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;Genérico;Venda Livre
CETOCONAZOL;CETOCONAZOL;PRATI DONADUZZI & CIA LTDA;Genérico;Venda Livre
CETOCONAZOL;CETOCONAZOL;PRATI DONADUZZI & CIA LTDA;Genérico;Tarja Vermelha
CETOCONAZOL;CETOCONAZOL;RANBAXY FARMACÊUTICA LTDA;Genérico;Venda Livre
CETOCONAZOL;CETOCONAZOL;THEODORO F SOBRAL & CIA LTDA;Genérico;Venda Livre
CETOCONAZOL;CETOCONAZOL;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Venda Livre
